_id_x;ID;APT;COMUNE_CODICE;COMUNE;DENOMINAZIONE;TIPOLOGIA;CATEGORIA;INDIRIZZO;FRAZIONE;CAP;PROV;TELEFONO;TELEFONO2;FAX;WEB;EMAIL;COORDX;COORDY;TOTALE_UNITA;TOTALE_LETTI;TOTALE_BAGNI;geometry;_id_y;CODICE;COD_ISTAT;DESCRIZIONE
641;5125;3;54007;CASCIA;VILLA STELLA;Albergo;3 stelle;Via Del Tiro a Segno 28;;06043;PG;074376190;;074376190;;hotelvillastella@libero.it;2357678.75717;4731154.8603300005;8;16;8;POINT (2357678.75717 4731154.860330001);3;3;543603;VALNERINA - CASCIA
642;18289;3;54007;CASCIA;VIVERE CASCIA;Bed & Breakfast;Bed & Breakfast;Via degli operatori di pace 2;;06043;PG;3349675218;3393350573;;;;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
669;9282;3;54010;CERRETO DI SPOLETO;LA VENETA;Bed & Breakfast;Bed & Breakfast;Via Cerretana 52;BORGO CERRETO;06040;PG;074391535;;;;;2349547.35307;4742424.96306;2;6;1;POINT (2349547.35307 4742424.96306);3;3;543603;VALNERINA - CASCIA
823;18382;3;54010;CERRETO DI SPOLETO;"AFFITTACAMERE "" IL CASALETTO""";Affittacamere;Affittacamere;Strada statale 685 delle tre valle umbre km 41,670 ;BORGO CERRETO;06041;PG;3355240648;336652432;;;mail.ilcasaletto@gmail.com;1956886.0;5128102.0;3;5;3;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
824;7482;3;54010;CERRETO DI SPOLETO;AGRIFOGLIO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Loc. San Savino ;;06040;PG;074391530;;0742350845;www.casevacanzeagrifoglio.com;erasmomattia@libero.it;2336032.87848;4747184.64993;4;14;4;POINT (2336032.87848 4747184.64993);3;3;543603;VALNERINA - CASCIA
825;15498;3;54010;CERRETO DI SPOLETO;ANTICO CASALE DI MONTAGNA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Loc. Boveto 26;;06040;PG;074391537;;;;;2349763.6808599997;4743028.44171;3;6;3;POINT (2349763.68086 4743028.44171);3;3;543603;VALNERINA - CASCIA
826;17860;3;54010;CERRETO DI SPOLETO;CASA VACANZA CASALE CULACCIONE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Loc. Bugianpiccolo ;BUGGIANO;06041;PG;3890808060;3398971888;;www.tenutaculaccione.com;tenutaculaccione@gmail.com;1956886.0;5128102.0;3;9;3;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
827;9440;3;54010;CERRETO DI SPOLETO;CASA VACANZA PIANTAMORI;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Piazza Pontano ;;06040;PG;0743922250;3490531182;0743923147;www.casapiantamori.com;casapiantamori@libero.it;2349814.64869;4743071.433119999;10;30;12;POINT (2349814.64869 4743071.433119999);3;3;543603;VALNERINA - CASCIA
828;18358;3;54010;CERRETO DI SPOLETO;CASALE LA PALOMBARA;Agriturismo;Agriturismo;Loc. Palombaro 84;;06041;PG;074391354;3391334879;074391354;www.casalelapalombara.it;"info@casalelapalombara.it; francescococciarelli@libero.it";1956886.0;5128102.0;4;10;4;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
829;9422;3;54010;CERRETO DI SPOLETO;IL BOSCHETTO;Agriturismo;Agriturismo;Loc.San Savino 32;;06040;PG;074391530;;0742350845;www.casevacanzeagrifoglio.com;info@casavacanzeagrifoglio.com;2349763.6808599997;4743028.44171;2;10;2;POINT (2349763.68086 4743028.44171);3;3;543603;VALNERINA - CASCIA
830;5119;3;54010;CERRETO DI SPOLETO;IL TARTUFARO;Affittacamere;Affittacamere;TRIPONZO ;;06040;PG;074391203;;;;;2336812.42954;4771810.50777;5;12;2;POINT (2336812.42954 4771810.50777);3;3;543603;VALNERINA - CASCIA
831;5082;3;54010;CERRETO DI SPOLETO;PANORAMA;Albergo;3 stelle;VIA VITTIME DEL TERRORISMO ;;06040;PG;074391668;;074391246;www.panorama-hotel.it;info@panorama-hotel.it;2349997.5904;4743231.115680001;29;60;31;POINT (2349997.5904 4743231.115680001);3;3;543603;VALNERINA - CASCIA
832;9565;3;54010;CERRETO DI SPOLETO;SANTA SERENA;Agriturismo;Agriturismo;Loc. Macchie 18;MACCHIA;06040;PG;074391502;;;www.agriturismosantaserena.it;info@agriturismosantaserena.it;2346822.64445;4743236.1194;6;28;10;POINT (2346822.64445 4743236.1194);3;3;543603;VALNERINA - CASCIA
1870;18306;3;54031;MONTELEONE DI SPOLETO;AGRITURISMO CASALE MONTEBELLO;Agriturismo;Agriturismo;Loc. Montebello ;;06045;PG;074370195;3355471565;074370195;www.agriturismocasalemontebello.com;info@agriturismocasalemontebello.com;1956886.0;5128102.0;10;29;16;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1871;5117;3;54031;MONTELEONE DI SPOLETO;BRUFA;Albergo;3 stelle;Strada Provinciale 10;;06040;PG;074370646;;074370648;www.hotelbrufa.it;hotelbrufa@libero.it;2352083.3201200003;4723941.1172;19;32;19;POINT (2352083.32012 4723941.1172);3;3;543603;VALNERINA - CASCIA
1872;7797;3;54031;MONTELEONE DI SPOLETO;COLLE DEL CAPITANO;Agriturismo;Agriturismo;Loc. Colle Capitano ;;06045;PG;074370277;;074370277;www.colledelcapitano.com;info@colledelcapitano.com;2352079.75598;4725901.61489;8;18;8;POINT (2352079.75598 4725901.61489);3;3;543603;VALNERINA - CASCIA
1873;18702;3;54031;MONTELEONE DI SPOLETO;LEONE DELL' APPENNINO;Bed & Breakfast;Bed & Breakfast;Via Scoscesa 9;;06045;PG;3282775733;074370468;;;vannozziroberto@libero.it;1956886.0;5128102.0;2;5;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1958;18568;3;54035;NORCIA;AFFITTACAMERE LA VALLE DELLE AQUILE;Affittacamere;Affittacamere;Via della  Bufera Fraz. Castelluccio 14;CASTELLUCCIO;06046;PG;3890115789;3392586218;0743817265;;;1956886.0;5128102.0;2;6;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1959;18514;3;54035;NORCIA;AFFITTACAMERE SAN BENEDETTO;Affittacamere;Affittacamere;Via Lombrici 8;;06046;PG;3337461493;3772561841;;;lino.ciaravolo@libero.it;1956886.0;5128102.0;3;6;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1960;14629;3;54035;NORCIA;AGRITURISMO FONTEANTICA;Agriturismo;Agriturismo;Via Vissana  Frazione Campi 7;CAMPI;06046;PG;0743828523;;0743828523;www.fonteantica.it;info@fonteantica.it;2364573.48888;4746474.08373;13;30;12;POINT (2364573.48888 4746474.08373);3;3;543603;VALNERINA - CASCIA
1961;17195;3;54035;NORCIA;ANTICA CASCINA BRANDIMARTE;Agriturismo;Agriturismo;Via Libia loc. Castelluccio 58;CASTELLUCCIO;06046;PG;0743821194;3355399784;0743821194;www.anticacascinacastelluccio.it;info@anticacascinacastelluccio.it;1956886.0;5128102.0;7;19;9;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1962;16473;3;54035;NORCIA;AZIENDA AGRICOLA CASALE PERLA;Agriturismo;Agriturismo;Via Case Sparse 93;;06046;PG;0743816432;0743828487;0743828487;www.casaleperla.it;infocamere@casaleperla.it;1956886.0;5128102.0;1;5;1;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1963;18569;3;54035;NORCIA;B & B  DAL FRANCESE;Bed & Breakfast;Bed & Breakfast;Via Case Sparse 429/B;;06046;PG;3343063574;0743816290;0743816290;www.dalfrancesenorcia.it;;1956886.0;5128102.0;3;8;3;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1964;17161;3;54035;NORCIA;B & B ARMONIA & RELAX;Bed & Breakfast;Bed & Breakfast;Via Enrico Toti loc. Savelli 30;SAVELLI;06046;PG;3383097034;3475263226;;www.norciarelax.it;info@norciarelax.it;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1965;17706;3;54035;NORCIA;B & B CADORNA;Bed & Breakfast;Bed & Breakfast;Via Legnano 2;;06046;PG;3408654337;0743816681;0743816681;;al55bertino@yahoo.it;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1966;18248;3;54035;NORCIA;B & B LIVE PARADISE;Bed & Breakfast;Bed & Breakfast;Via del tordo  Loc. Forsivo 12;FORSIVO;06046;PG;3400550451;3932205592;;www.liveparadise.it;gestore@liveparadise.it;1956886.0;5128102.0;3;8;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1967;18195;3;54035;NORCIA;B & B LU SOCCIO DI TRABALZA MARIA LUISA;Bed & Breakfast;Bed & Breakfast;Via Libia loc. Castelluccio 15;CASTELLUCCIO;06046;PG;0743821193;3385806993;0743821193;;bb.lusoccio@gmail.com;1956886.0;5128102.0;1;2;1;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1968;5113;3;54035;NORCIA;BIANCONI CARLO;Affittacamere;Affittacamere;VIA S.MARTINO 27 ;;06046;PG;0743816513;;;www.bianconi.com;info@bianconi.com;2340105.8655;4775503.797;6;12;6;POINT (2340105.8655 4775503.797);3;3;543603;VALNERINA - CASCIA
1969;5092;3;54035;NORCIA;CANAPINE;Albergo;2 stelle;Loc. Forca Canapine di Norcia ;;06046;PG;0743823022;0736335014;0743823022;;info@hotelcanapine.it;2372324.6227;4735270.0919;41;77;50;POINT (2372324.6227 4735270.0919);3;3;543603;VALNERINA - CASCIA
1970;5109;3;54035;NORCIA;CASA RELIGIOSA SAN BENEDETTO;Casa religiosa di ospitalita';Casa religiosa di ospitalita';VIA DELLE VERGINI 13 ;;06046;PG;0743828208;;0743828208;www.monasterosantantonionorcia.it;info@monasterosantantonionorcia.it;2364297.61799;4739881.36577;28;50;28;POINT (2364297.61799 4739881.36577);3;3;543603;VALNERINA - CASCIA
1971;15935;3;54035;NORCIA;CASA VACANZE LUCIA;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Casali  fraz. Campi 55;CAMPI;06046;PG;0743820225;3334124992;0743820225;www.casavacanzelucia.it;info@casavacanzelucia.it;2364564.4651900004;4746204.95962;5;11;5;POINT (2364564.46519 4746204.95962);3;3;543603;VALNERINA - CASCIA
1972;17991;3;54035;NORCIA;CASALE DELLE MONACHE;Agriturismo;Agriturismo;Via Case Sparse 464;;06046;PG;3283386313;0743816544;;;isern@hotmail.it;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1973;18359;3;54035;NORCIA;CASALE SAN GIOVANNI;Affittacamere;Affittacamere;Via Circonvallazione 1;;06046;PG;3493650979;;;;lanzi.feliciano@gmail.com;1956886.0;5128102.0;2;4;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1974;9078;3;54035;NORCIA;CASALE TOZZETTI;Agriturismo;Agriturismo;Frazione Valcaldara 0;VALCALDARA;06046;PG;3285407517;;0743770498;www.casaletozzetti.it;info@casaletozzetti.it;2368720.52825;4735395.67499;12;20;12;POINT (2368720.52825 4735395.67499);3;3;543603;VALNERINA - CASCIA
1975;18063;3;54035;NORCIA;CASCINA DELLE FATE;Affittacamere;Affittacamere;Via delle Fate ;CASTELLUCCIO;06046;PG;0743821158;;;www.tavernacastelluccio.it;info@tavernacastelluccio.it;1956886.0;5128102.0;5;10;5;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1976;14486;3;54035;NORCIA;CASTELFRANCO;Agriturismo;Agriturismo;Via Giusti  Loc. Ancarano 1;ANCARANO;06046;PG;0743820045;;;www.agriturismocastelfranco.com;info@agriturismocastelfranco.com;2365400.42513;4745313.14581;3;10;3;POINT (2365400.42513 4745313.14581);3;3;543603;VALNERINA - CASCIA
1977;18575;3;54035;NORCIA;CASTELLO DI CAMPI OSPITALITA' TURISTICA;Affittacamere;Affittacamere;Via dell'aquila fraz. Campi 14;CAMPI;06046;PG;3356934393;3335759867;;www.castellodicampi.com;info@castellodicampi.com;1956886.0;5128102.0;2;12;3;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1978;18134;3;54035;NORCIA;COMODA-MENTE;Bed & Breakfast;Bed & Breakfast;via cairoli 34;;06046;PG;3389698999;3466841307;;www.comodamenteanorcia.it;ornellabadiali@yahoo.it;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1979;14797;3;54035;NORCIA;CORTE BELVOIR;Agriturismo;Agriturismo;Loc. Qurantotti Via Case Sparse 333;;06046;PG;3348473696;;;www.cortebelvoir.com;info@cortebelvoir.com;2368722.23435;4735397.12323;4;8;4;POINT (2368722.23435 4735397.12323);3;3;543603;VALNERINA - CASCIA
1980;5088;3;54035;NORCIA;DA BENITO;Albergo;1 stella;VIA MARCONI 4;;06046;PG;3921097416;3921097416;;www.hotelbenito.it;info@norciahotelbenito.it;2363956.25697;4739627.12806;8;15;10;POINT (2363956.25697 4739627.12806);3;3;543603;VALNERINA - CASCIA
1981;5091;3;54035;NORCIA;DEL CACCIATORE;Albergo;3 stelle;Loc. Biselli di Norcia ;BISELLI;06046;PG;0743822347;;0743822342;www.hoteldeicacciatori.com;hotelcacciatori@gmail.com;2363743.2217599996;4739865.13294;30;59;30;POINT (2363743.22176 4739865.13294);3;3;543603;VALNERINA - CASCIA
1982;5084;3;54035;NORCIA;EUROPA;Albergo;3 stelle;VIALE EUROPA 7 ;;06046;PG;0743816322;0743816304;0743817430;www.norciahoteleuropa.com;info@hoteleuropa.com;2364407.75479;4739344.68055;72;155;78;POINT (2364407.75479 4739344.68055);3;3;543603;VALNERINA - CASCIA
1983;14295;3;54035;NORCIA;FONTE VENA;Bed & Breakfast;Bed & Breakfast;Loc. Nucleo Fontevena 6;;06046;PG;0743816207;;;www.fontevena.it;fontevena@gmail.com;2365078.42465;4737209.09342;3;7;3;POINT (2365078.42465 4737209.09342);3;3;543603;VALNERINA - CASCIA
1984;5085;3;54035;NORCIA;GARDEN;Albergo;3 stelle;Via XX Settembre 2B;;06046;PG;0743816687;;0743816687;www.norciahotelgarden.it;info@norciahotelgarden.it;2364121.1537;4740096.81246;43;85;48;POINT (2364121.1537 4740096.81246);3;3;543603;VALNERINA - CASCIA
1985;15091;3;54035;NORCIA;GREENLAND HOUSE;Country house;Country house;Via Case Sparse 262;;06046;PG;3662216806;3662216806;;;salvi_massimo@libero.it;2368722.23435;4735397.12323;12;24;12;POINT (2368722.23435 4735397.12323);3;3;543603;VALNERINA - CASCIA
1986;5086;3;54035;NORCIA;GROTTA AZZURRA;Albergo;3 stelle;VIA ALFIERI 12 ;;06046;PG;0743816513;;0743817342;www.bianconi.com;info@bianconi.com;2363995.3051;4739595.31232;40;80;57;POINT (2363995.3051 4739595.31232);3;3;543603;VALNERINA - CASCIA
1987;6330;3;54035;NORCIA;GROTTA AZZURRA DIPENDENZA;Albergo;1 stella;CORSO SERTORIO 22 ;;06046;PG;0743816513;;0743817342;www.bianconi.com;info@bianconi.com;2364005.10378;4739616.1009;10;18;10;POINT (2364005.10378 4739616.1009);3;3;543603;VALNERINA - CASCIA
1988;5093;3;54035;NORCIA;HERMITAGE;Albergo;3 stelle;Loc. Savelli via Biancamano 2;SAVELLI;06046;PG;0743829177;;0743829178;www.norciavacanze.it;info@norciavacanze.it;2363954.8938599997;4739857.56103;24;48;24;POINT (2363954.89386 4739857.56103);3;3;543603;VALNERINA - CASCIA
1989;18914;3;54035;NORCIA;HOTEL EUROPA DEPENDANCE;Albergo;3 stelle;Viale della Stazione 54;;06043;PG;0743816304;3319969269;;www.norciahoteleuropa.com;info@norciahoteleuropa.com;1956886.0;5128102.0;16;41;16;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1990;5124;3;54035;NORCIA;IL  GUERIN MESCHINO;Agriturismo;Agriturismo;Via Monte Veletta Loc. Castelluccio 22;CASTELLUCCIO;06046;PG;0743821125;;;www.guerrinmeschino.it;guerrinmeschino@virgilio.it;2373282.7097;4743339.15806;7;15;9;POINT (2373282.7097 4743339.15806);3;3;543603;VALNERINA - CASCIA
1991;8889;3;54035;NORCIA;IL CASALE DEGLI AMICI;Agriturismo;Agriturismo;VIA CASA SPARSE 157;;06046;PG;0743816811;;0743824109;www.ilcasaledegliamici.it;info@ilcasaledegliamici.it;2368722.23435;4735397.12323;15;30;15;POINT (2368722.23435 4735397.12323);3;3;543603;VALNERINA - CASCIA
1992;5128;3;54035;NORCIA;IL CASALE NEL PARCO;Agriturismo;Agriturismo;Loc. Fontevena ;;06046;PG;0743816481;3337919214;;www.casalenelparco.com;agriumbria@casalenelparco.com;2365078.42465;4737209.09342;6;16;6;POINT (2365078.42465 4737209.09342);3;3;543603;VALNERINA - CASCIA
1993;16659;3;54035;NORCIA;IL CASALE SAN MARTINO;Country house;Country house;Viale della Stazione ;;06046;PG;0743817800;3202184871;0743817800;www.ilcasalesanmartino.it;info@ilcasalesanmartino.it;1956886.0;5128102.0;12;22;12;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
1994;9273;3;54035;NORCIA;IL MARGINE;Agriturismo;Agriturismo;Via Case Sparse 300/A;;06046;PG;0743778148;;;www.agriturismoilmargine.it;info@agriturismoilmargine.it;2364984.89774;4740214.3075;5;14;6;POINT (2364984.89774 4740214.3075);3;3;543603;VALNERINA - CASCIA
1995;16267;3;54035;NORCIA;IL SENTIERO DELLE FATE;Agriturismo;Agriturismo; Loc. Castelluccio ;CASTELLUCCIO;06046;PG;3356118989;0743821188;;www.agriturismoilsentierodellefate.it;info@agriturismoilsentierodellefate.it;2373445.9669999997;4743381.13277;5;14;6;POINT (2373445.967 4743381.13277);3;3;543603;VALNERINA - CASCIA
1996;14383;3;54035;NORCIA;IL VIGNETO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Loc. Fontevena Via San Carlo 209;;06046;PG;0743817864;3286144028;;www.ilvigneto.it;info@ilvigneto.it;2364637.84788;4740248.12179;6;12;6;POINT (2364637.84788 4740248.12179);3;3;543603;VALNERINA - CASCIA
1997;5090;3;54035;NORCIA;ITALIA;Albergo;2 stelle;Loc. Serravalle di Norcia ;SERRAVALLE;06046;PG;0743822267;;0743822265;www.albergoitalianorcia.it;info@albergoitalianorcia.it;2358155.12425;4738869.16067;13;25;15;POINT (2358155.12425 4738869.16067);3;3;543603;VALNERINA - CASCIA
1998;9451;3;54035;NORCIA;L'ANTICO BORGHETTO;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via Dei Santi 3;PIEDIRIPA;06046;PG;0743828635;3407407861;0743828635;www.anticoborghetto.com;info@anticoborghetto.com;2365396.66274;4733808.29436;9;30;16;POINT (2365396.66274 4733808.29436);3;3;543603;VALNERINA - CASCIA
1999;14516;3;54035;NORCIA;L'OVILE;Agriturismo;Agriturismo;Via Vissana Fraz. Campi ;CAMPI;06046;PG;3391077696;;;;;2364573.48888;4746474.08373;6;20;7;POINT (2364573.48888 4746474.08373);3;3;543603;VALNERINA - CASCIA
2000;17873;3;54035;NORCIA;LA CASA DEL PRIORE;Case e appartamenti per vacanze;Case e appartamenti per vacanze;Via dei Priori 18;;06046;PG;3396139531;0743816974;;www.casadelpriore-norcia.it;ivana18@live.it;1956886.0;5128102.0;2;7;2;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2001;8845;3;54035;NORCIA;LA CASCINA DI OPACO;Agriturismo;Agriturismo;Via Case Sparse 473;;06046;PG;0743816830;;;www.agriturismolacascinadiopaco.it;info@agriturismolacascinadiopaco.it;2364984.89774;4740214.3075;8;16;8;POINT (2364984.89774 4740214.3075);3;3;543603;VALNERINA - CASCIA
2002;14108;3;54035;NORCIA;LA FATTORIA;Agriturismo;Agriturismo;Nucleo Fontevena 81;;06046;PG;0743828088;3400829437;;www.lafattoriadinorcia.it;info@lafattoriadinorcia.com;2365078.42465;4737209.09342;11;20;12;POINT (2365078.42465 4737209.09342);3;3;543603;VALNERINA - CASCIA
2003;15566;3;54035;NORCIA;LA MEGGIANA;Affittacamere;Affittacamere;Via Legnano 21;;06046;PG;3485262244;3485264248;;www.lameggianaffittacare.it;info@lameggianaffittacamere.it;2364121.31127;4739441.029680001;3;4;1;POINT (2364121.31127 4739441.029680001);3;3;543603;VALNERINA - CASCIA
2004;16782;3;54035;NORCIA;LA ROSA DEI VENTI;Affittacamere;Affittacamere;Via Dietro la torre Loc. Castelluccio 1/A;CASTELLUCCIO;06046;PG;0743817830;3479431171;;www.dormireacastelluccio.com;info@dormireacastelluccio.com;1956886.0;5128102.0;3;6;3;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2005;17436;3;54035;NORCIA;LA TANA DEI LUPI NORCIA;Agriturismo;Agriturismo;Case Sparse 261;;06046;PG;0743816815;3391092198;;www.latanadeilupinorcia.it;info@latanadeilupinorcia.it;1956886.0;5128102.0;6;13;7;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2006;15357;3;54035;NORCIA;LA VALLE DEL SAMBUCO;Agriturismo;Agriturismo;Loc. Casali di Serravalle  Via Sambuco 44;CASALI DI SERRAVALLE;06046;PG;0743816151;;0743816267;www.lavalledelsambuco.it;info@lavalledelsambuco.it;2361026.68136;4739373.36338;9;22;8;POINT (2361026.68136 4739373.36338);3;3;543603;VALNERINA - CASCIA
2007;15066;3;54035;NORCIA;LA VALLE DELLE AQUILE;Agriturismo;Agriturismo;Via della Bufera  fraz. Castelluccio 14;CASTELLUCCIO;06046;PG;0743817265;;0743817265;www.lavalledelleaquile.com;info@lavalledelleaquile.com;2373582.94737;4743289.115119999;9;25;9;POINT (2373582.94737 4743289.115119999);3;3;543603;VALNERINA - CASCIA
2008;13190;3;54035;NORCIA;LE CASE DI QUARANTOTTI;Agriturismo;Agriturismo;VIA CASE SPARSE 369;;06046;PG;0743816751;;0743817218;www.lecasediquarantotti.it;info@lacasediquarantotti.it;2368722.23435;4735397.12323;6;15;6;POINT (2368722.23435 4735397.12323);3;3;543603;VALNERINA - CASCIA
2009;9655;3;54035;NORCIA;LE SORGENTI;Agriturismo;Agriturismo;Loc. Casali di Legogne 26;LEGOGNE;26;PG;0743816437;;0743816437;www.agriturismolesorgenti.com;info@agriturismolesorgenti.com;2358748.68537;4740676.69851;13;28;14;POINT (2358748.68537 4740676.69851);3;3;543603;VALNERINA - CASCIA
2010;18919;3;54035;NORCIA;LES DEPENDANCE NORCIA HOTEL SALICONE;Albergo;3 stelle;Via San Martino ;;06046;PG;0743817434;;;www.bianconi.com;info@bianconi.com;1956886.0;5128102.0;7;15;6;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2011;16676;3;54035;NORCIA;LO SGUARDO SUL PIAN GRANDE;Affittacamere;Affittacamere;Via Della Bufera Loc. Castelluccio 2/6;CASTELLUCCIO;06046;PG;3473474112;;;www.bebcastellucciodinorcia.it;info@bebcastellucciodinorcia.it;1956886.0;5128102.0;2;6;1;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2012;9716;3;54035;NORCIA;LOCANDA DE' SENARI;Agriturismo;Agriturismo;Via Della Bufera ;CASTELLUCCIO;06046;PG;0743821205;;0743821205;www.agriturismosenari.it;info@agriturismosenari.it;2373582.94737;4743289.115119999;5;8;5;POINT (2373582.94737 4743289.115119999);3;3;543603;VALNERINA - CASCIA
2013;17333;3;54035;NORCIA;LONTANI MA A CASA;Affittacamere;Affittacamere;Via Enrico Toti loc.Savelli 30;SAVELLI;06046;PG;3383097034;;;www.norciarelax.it;info@norciarelax.it;1956886.0;5128102.0;1;4;1;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2014;18593;3;54035;NORCIA;LU PASSITTU;Affittacamere;Affittacamere;Via Case Sparse 525/A;;06046;PG;3297259986;0743817520;;www.lupassittu.it;annarella_70@inwind.it;1956886.0;5128102.0;1;4;1;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2015;16259;3;54035;NORCIA;MONTE VELETTA;Agriturismo;Agriturismo;via Sibilla Loc. Castelluccio 9;CASTELLUCCIO;06046;PG;0743821139;3485245231;;www.monteveletta.it;info@monteveletta.it;2373262.37793;4743388.70928;5;10;5;POINT (2373262.37793 4743388.70928);3;3;543603;VALNERINA - CASCIA
2016;18827;3;54035;NORCIA;OSPITALITA' VILLA TARDIOLI;Affittacamere;Affittacamere;Via Sibilla Fraz. Castelluccio 45/A;CASTELLUCCIO;06046;PG;3661880700;;;;mkkapg84@gmail.com;1956886.0;5128102.0;4;9;4;POINT (1956886 5128102);3;3;543603;VALNERINA - CASCIA
2017;15749;3;54035;NORCIA;OSTELLO IL CAPISTERIUM;Ostello della gioventu';Ostello della gioventu';Via Dell'Ospedale ;;06046;PG;3493002091;3395639237;;www.norciaospitalita.it;info@ilcapisterium.it;2364161.10182;4739532.46078;11;25;10;POINT (2364161.10182 4739532.46078);3;3;543603;VALNERINA - CASCIA
2018;5108;3;54035;NORCIA;PALATINO;Albergo;3 stelle;VIALE UMBRIA ;;06046;PG;0743817343;;0743817352;;info@bianconi.com;2363743.30606;4739865.24214;35;70;39;POINT (2363743.30606 4739865.24214);3;3;543603;VALNERINA - CASCIA
2019;14756;3;54035;NORCIA;PALAZZO SENECA;Albergo;4 stelle;Via Cesare Battisti 10/14;;06046;PG;0743817434;0743817342;;www.bianconi.com;info@bianconi.com;2363969.50286;4739588.682080001;23;46;23;POINT (2363969.50286 4739588.682080001);3;3;543603;VALNERINA - CASCIA
2020;10745;3;54035;NORCIA;PALAZZO SENECA DIPENDENZA (RESIDENCE LA CASTELLINA);Albergo;3 stelle;Piazza Verdi 2;;06046;PG;0743816513;;;www.bianconi.com;info@bianconi.com;2363989.7096;4739534.22625;13;25;13;POINT (2363989.7096 4739534.22625);3;3;543603;VALNERINA - CASCIA
